trial,makespan,execution_time,initial_temp,cooling_rate,max_iterations,min_temp
0,1530,14.642108917236328,5000,0.97,100,0.1
1,1530,14.20530390739441,5000,0.97,100,0.1
2,1530,14.417018413543701,5000,0.97,100,0.1
0,1530,14.502996683120728,5000,0.97,100,1.0
1,1548,14.268684148788452,5000,0.97,100,1.0
2,1530,14.41201639175415,5000,0.97,100,1.0
0,1530,14.23557162284851,5000,0.97,100,5.0
1,1530,14.382372379302979,5000,0.97,100,5.0
2,1530,14.303073406219482,5000,0.97,100,5.0
0,1530,14.35098910331726,5000,0.97,300,0.1
1,1556,14.41117811203003,5000,0.97,300,0.1
2,1530,14.021438121795654,5000,0.97,300,0.1
0,1530,14.46802830696106,5000,0.97,300,1.0
1,1544,14.751142263412476,5000,0.97,300,1.0
2,1556,15.365112066268921,5000,0.97,300,1.0
0,1556,16.431701183319092,5000,0.97,300,5.0
1,1530,18.462321758270264,5000,0.97,300,5.0
2,1530,19.15228271484375,5000,0.97,300,5.0
0,1536,21.27342176437378,5000,0.97,500,0.1
1,1530,21.73215365409851,5000,0.97,500,0.1
2,1530,23.291923999786377,5000,0.97,500,0.1
0,1530,23.70500922203064,5000,0.97,500,1.0
1,1530,24.51820468902588,5000,0.97,500,1.0
2,1556,24.577349185943604,5000,0.97,500,1.0
0,1530,24.540084838867188,5000,0.97,500,5.0
1,1530,24.94970703125,5000,0.97,500,5.0
2,1530,24.30346179008484,5000,0.97,500,5.0
0,1543,24.598731994628906,5000,0.97,700,0.1
1,1530,24.364710092544556,5000,0.97,700,0.1
2,1556,24.80543303489685,5000,0.97,700,0.1
0,1530,24.74531102180481,5000,0.97,700,1.0
1,1530,24.288355827331543,5000,0.97,700,1.0
2,1530,24.58323073387146,5000,0.97,700,1.0
